Site,Age (Ma),Genus,d18O,d13C
1218,29.4780,Cibicidoides spp.,2.19,0.61
1218,29.4780,Cibicidoides spp.,2.19,0.61
1218,29.4780,Cibicidoides spp.,2.19,0.61
1218,29.4870,Cibicidoides grimsdalei,2.45,0.15
689,29.4890,CIB,2.78,0.37
1218,29.4920,Cibicidoides grimsdalei,2.54,0.46
1218,29.4970,Cibicidoides grimsdalei,2.19,0.30
1218,29.5000,Cibicidoides spp.,2.28,0.44
1218,29.5000,Cibicidoides spp.,2.29,0.45
1218,29.5020,Cibicidoides grimsdalei,2.26,0.34
1218,29.5070,Cibicidoides grimsdalei,2.21,0.30
689,29.5110,CIB,3.03,0.57
1218,29.5110,Cibicidoides grimsdalei,2.27,0.23
1218,29.5120,Cibicidoides grimsdalei,2.11,0.23
1218,29.5160,Cibicidoides grimsdalei,2.12,-0.07
1218,29.5170,Cibicidoides grimsdalei,2.36,0.23
1218,29.5200,Cibicidoides grimsdalei,1.72,-0.12
1218,29.5200,Cibicidoides havanensis,2.08,0.22
1218,29.5210,Cibicidoides grimsdalei,1.87,0.16
1218,29.5210,Cibicidoides grimsdalei,1.93,-0.03
1218,29.5210,Cibicidoides spp.,2.13,0.29
1218,29.5240,Cibicidoides grimsdalei,2.30,0.21
1218,29.5270,Cibicidoides grimsdalei,2.13,-0.01
1218,29.5290,Cibicidoides grimsdalei,2.09,0.16
1218,29.5290,Cibicidoides grimsdalei,2.13,0.14
1218,29.5310,Cibicidoides havanensis,2.04,0.02
1218,29.5310,Cibicidoides grimsdalei,2.07,0.12
1218,29.5330,Cibicidoides grimsdalei,2.12,0.16
689,29.5350,CIB,2.99,0.60
1218,29.5380,Cibicidoides havanensis,1.63,0.05
1218,29.5380,Cibicidoides grimsdalei,1.92,0.08
77,29.5397,CIB,2.02,0.47
1218,29.5420,Cibicidoides grimsdalei,1.51,-0.09
1218,29.5430,Cibicidoides spp.,1.80,0.24
1218,29.5460,Cibicidoides grimsdalei,2.04,0.37
1218,29.5510,Cibicidoides grimsdalei,2.03,0.16
1218,29.5550,Cibicidoides havanensis,1.80,0.32
1218,29.5600,Cibicidoides grimsdalei,1.66,0.23
1218,29.5640,Cibicidoides grimsdalei,1.45,-0.08
1218,29.5650,Cibicidoides spp.,1.61,0.37
1218,29.5680,Cibicidoides grimsdalei,1.60,-0.05
1218,29.5730,Cibicidoides havanensis,2.21,0.21
1218,29.5770,Cibicidoides havanensis ?,2.39,0.27
1218,29.5790,Cibicidoides spp.,2.04,0.33
1218,29.5810,Cibicidoides grimsdalei,2.17,0.17
1218,29.5810,Cibicidoides havanensis,2.33,0.38
1218,29.5860,Cibicidoides grimsdalei,2.33,0.52
1218,29.5870,Cibicidoides spp.,2.04,0.71
1218,29.5880,Cibicidoides spp.,2.29,0.52
1218,29.5900,Cibicidoides grimsdalei,2.36,0.72
1218,29.5950,Cibicidoides grimsdalei,2.17,0.47
1218,29.5990,Cibicidoides grimsdalei,2.37,0.38
1218,29.6030,Cibicidoides grimsdalei,1.94,0.31
1218,29.6080,Cibicidoides grimsdalei,2.25,0.07
1218,29.6080,Cibicidoides havanensis,2.36,0.13
1218,29.6090,Cibicidoides spp.,2.10,0.52
1218,29.6090,Cibicidoides spp.,2.30,0.68
1218,29.6130,Cibicidoides havanensis,2.07,0.31
1218,29.6130,Cibicidoides havanensis ?,2.25,0.28
1218,29.6180,Cibicidoides grimsdalei,2.23,0.34
1218,29.6230,Cibicidoides grimsdalei,2.62,0.44
1218,29.6280,Cibicidoides grimsdalei,2.25,0.15
1218,29.6340,Cibicidoides grimsdalei,2.14,0.35
1218,29.6360,Cibicidoides spp.,2.20,0.48
1218,29.6390,Cibicidoides grimsdalei,1.85,0.03
1218,29.6440,Cibicidoides grimsdalei,1.88,0.12
1218,29.6440,Cibicidoides grimsdalei,2.00,0.41
1218,29.6490,Cibicidoides grimsdalei,1.67,0.24
1218,29.6490,Cibicidoides grimsdalei,2.03,0.41
1218,29.6530,Cibicidoides havanensis,1.86,0.44
1218,29.6530,Cibicidoides grimsdalei,2.09,0.05
1218,29.6550,Cibicidoides grimsdalei,1.57,0.30
1218,29.6560,Cibicidoides spp.,1.94,0.43
1218,29.6560,Cibicidoides spp.,1.94,0.43
1218,29.6580,Cibicidoides grimsdalei,2.22,0.71
1218,29.6590,Cibicidoides grimsdalei,1.85,0.18
1218,29.6620,Cibicidoides grimsdalei,2.13,0.16
1218,29.6710,Cibicidoides grimsdalei,2.09,0.65
1218,29.6770,Cibicidoides grimsdalei,1.90,0.33
1218,29.6880,Cibicidoides grimsdalei,2.03,0.60
574,29.6900,CIB,2.37,0.17
1218,29.6910,Cibicidoides grimsdalei,2.08,0.45
1218,29.7060,Cibicidoides grimsdalei,2.33,0.45
1218,29.7170,Cibicidoides spp.,2.32,0.31
1218,29.7170,Cibicidoides spp.,2.32,0.31
1218,29.7210,Cibicidoides havanensis,1.69,0.39
1218,29.7210,Cibicidoides grimsdalei,2.19,0.80
1218,29.7360,Cibicidoides grimsdalei,2.46,0.43
77,29.7419,CIB,2.01,0.69
77,29.7419,CIB,2.32,0.79
1218,29.7500,Cibicidoides grimsdalei,1.93,0.51
574,29.7644,CIB,2.91,0.60
1218,29.7650,Cibicidoides grimsdalei,1.87,0.33
1218,29.7740,Cibicidoides spp.,2.21,0.61
1218,29.7760,Cibicidoides grimsdalei,2.06,0.38
1218,29.7810,Cibicidoides grimsdalei,2.04,0.73
1218,29.7860,Cibicidoides grimsdalei,2.15,0.74
1218,29.7910,Cibicidoides grimsdalei,2.15,0.42
1218,29.7910,Cibicidoides grimsdalei,2.25,0.71
689,29.7920,CIB,2.85,0.48
1218,29.7970,Cibicidoides grimsdalei,2.20,0.77
1218,29.8000,Cibicidoides spp.,2.29,0.65
1218,29.8020,Cibicidoides grimsdalei,2.28,0.94
1218,29.8070,Cibicidoides grimsdalei,1.99,0.62
1218,29.8120,Cibicidoides grimsdalei,2.08,0.35
689,29.8150,CIB,2.72,0.59
1218,29.8180,Cibicidoides grimsdalei,2.16,0.14
1218,29.8220,Cibicidoides grimsdalei,2.09,0.62
1218,29.8230,Cibicidoides grimsdalei,2.06,0.30
1218,29.8250,Cibicidoides grimsdalei,1.91,0.39
1218,29.8270,Cibicidoides spp.,2.06,0.65
1218,29.8270,Cibicidoides spp.,2.06,0.65
1218,29.8270,Cibicidoides grimsdalei,2.34,0.35
1218,29.8290,Cibicidoides grimsdalei,1.63,0.48
1218,29.8310,Cibicidoides grimsdalei,1.76,0.38
1218,29.8330,Cibicidoides havanensis,2.27,0.18
1218,29.8360,Cibicidoides grimsdalei,2.17,0.13
1218,29.8360,Cibicidoides havanensis,2.32,0.30
1218,29.8380,Cibicidoides grimsdalei,2.18,0.12
1218,29.8400,Cibicidoides grimsdalei,2.01,0.57
1218,29.8420,Cibicidoides grimsdalei,1.92,0.44
1218,29.8420,Cibicidoides havanensis,1.99,0.25
1218,29.8450,Cibicidoides havanensis,1.72,0.18
1218,29.8470,Cibicidoides grimsdalei,2.53,0.26
1218,29.8470,Cibicidoides havanensis,2.58,0.16
1218,29.8490,Cibicidoides grimsdalei,2.23,0.41
1218,29.8500,Cibicidoides spp.,2.10,0.42
1218,29.8500,Cibicidoides spp.,2.10,0.42
1218,29.8510,Cibicidoides grimsdalei,1.37,0.31
689,29.8530,CIB,2.86,0.62
1218,29.8560,Cibicidoides grimsdalei,2.45,0.19
1218,29.8610,Cibicidoides grimsdalei,1.95,0.30
1218,29.8660,Cibicidoides grimsdalei,2.32,0.37
1218,29.8710,Cibicidoides havanensis,2.29,0.31
1218,29.8770,Cibicidoides grimsdalei,2.17,0.54
1218,29.8780,Cibicidoides spp.,2.05,0.34
1218,29.8820,Cibicidoides grimsdalei,2.20,0.27
1218,29.8870,Cibicidoides grimsdalei,1.86,-0.03
1218,29.8930,Cibicidoides grimsdalei,2.02,0.16
1218,29.8930,Cibicidoides havanensis,2.05,0.16
689,29.9010,CIB,2.97,0.40
1218,29.9030,Cibicidoides havanensis,1.75,-0.03
1218,29.9030,Cibicidoides grimsdalei,2.04,0.16
1218,29.9060,Cibicidoides spp.,1.78,0.23
1218,29.9080,Cibicidoides grimsdalei,1.49,0.00
1218,29.9140,Cibicidoides grimsdalei,1.85,0.22
1218,29.9190,Cibicidoides grimsdalei,1.75,0.09
1218,29.9190,Cibicidoides havanensis,1.80,0.07
689,29.9230,CIB,2.74,0.36
1218,29.9240,Cibicidoides grimsdalei,2.48,0.47
77,29.9265,CIB,2.20,0.30
1218,29.9290,Cibicidoides grimsdalei,2.05,0.06
1218,29.9290,Cibicidoides grimsdalei,2.26,-0.12
1218,29.9320,Cibicidoides spp.,2.23,0.48
1218,29.9350,Cibicidoides grimsdalei,2.21,0.68
1218,29.9400,Cibicidoides grimsdalei,2.07,0.63
1218,29.9450,Cibicidoides grimsdalei,2.03,0.49
1218,29.9450,Cibicidoides havanensis,2.22,0.41
689,29.9470,CIB,2.73,0.40
1218,29.9500,Cibicidoides grimsdalei,2.07,0.42
1218,29.9560,Cibicidoides grimsdalei,2.16,0.46
1218,29.9580,Cibicidoides spp.,1.68,0.31
1218,29.9660,Cibicidoides havanensis,1.89,0.26
689,29.9710,CIB,2.71,0.36
1218,29.9720,Cibicidoides grimsdalei,2.43,0.26
1218,29.9770,Cibicidoides havanensis,1.99,0.17
1218,29.9820,Cibicidoides grimsdalei,1.89,0.34
1218,29.9850,Cibicidoides spp.,2.00,0.36
1218,29.9870,Cibicidoides grimsdalei,1.71,0.30
1218,29.9870,Cibicidoides havanensis,1.88,0.22
1218,29.9930,Cibicidoides grimsdalei,2.08,0.52
689,29.9950,CIB,2.91,0.49
1218,29.9980,Cibicidoides grimsdalei,1.83,0.18
690,29.9994,CIB,2.66,0.53
1218,30.0030,Cibicidoides grimsdalei,1.68,-0.03
1218,30.0080,Cibicidoides grimsdalei,1.83,0.18
1218,30.0110,Cibicidoides spp.,2.04,0.34
1218,30.0140,Cibicidoides grimsdalei,2.45,0.22
1218,30.0150,Cibicidoides grimsdalei,1.79,0.49
1218,30.0170,Cibicidoides grimsdalei,2.08,0.83
689,30.0180,CIB,2.71,0.59
1218,30.0190,Cibicidoides havanensis,2.01,0.45
1218,30.0190,Cibicidoides grimsdalei,2.11,0.48
1218,30.0200,Cibicidoides grimsdalei,2.24,0.75
1218,30.0220,Cibicidoides grimsdalei,2.08,0.66
526,30.0233,CIB,1.70,1.24
748,30.0233,CIB,2.76,0.56
1218,30.0240,Cibicidoides grimsdalei,2.01,0.21
1218,30.0300,Cibicidoides havanensis,2.26,0.03
1218,30.0350,Cibicidoides grimsdalei,2.25,0.48
1218,30.0370,Cibicidoides grimsdalei,2.07,0.50
1218,30.0370,Cibicidoides spp.,2.14,0.62
690,30.0392,CIB,2.70,0.35
1218,30.0400,Cibicidoides grimsdalei,2.10,0.24
1218,30.0400,Cibicidoides grimsdalei,2.49,0.59
748,30.0413,CIB,2.52,0.35
1218,30.0430,Cibicidoides grimsdalei,2.05,0.45
1218,30.0450,Cibicidoides havanensis +0.1 X,2.32,0.59
1218,30.0450,Cibicidoides grim ?.,2.42,0.63
1218,30.0510,Cibicidoides grimsdalei,2.33,0.78
1218,30.0510,Cibicidoides grimsdalei,2.37,0.44
1218,30.0530,Cibicidoides grimsdalei,2.44,0.67
1218,30.0560,Cibicidoides grimsdalei,2.00,0.10
1218,30.0560,Cibicidoides grimsdalei,2.29,0.68
1218,30.0580,Cibicidoides grimsdalei,2.59,0.74
1218,30.0610,Cibicidoides grimsdalei,2.05,0.60
1218,30.0610,Cibicidoides havanensis,2.28,0.44
748,30.0631,CIB,2.40,0.10
1218,30.0640,Cibicidoides spp.,2.28,0.58
1218,30.0640,Cibicidoides grimsdalei,2.31,0.66
1218,30.0660,Cibicidoides grimsdalei,2.17,0.79
1218,30.0660,Cibicidoides grimsdalei,2.44,0.40
1218,30.0690,Cibicidoides grimsdalei,2.15,0.62
690,30.0710,CIB,2.68,0.60
1218,30.0720,Cibicidoides grimsdalei,2.03,0.92
1218,30.0720,Cibicidoides grimsdalei,2.12,0.37
1218,30.0740,Cibicidoides grimsdalei,2.07,0.80
1218,30.0770,Cibicidoides grimsdalei,2.36,0.90
1218,30.0770,Cibicidoides grimsdalei,2.38,0.53
1218,30.0770,Cibicidoides grimsdalei,2.53,0.44
1218,30.0780,Cibicidoides spp.,2.15,0.69
744,30.0800,CIB,2.90,0.72
1218,30.0800,Cibicidoides grimsdalei,2.12,0.82
1218,30.0820,Cibicidoides grimsdalei,2.09,0.75
1218,30.0820,Cibicidoides grimsdalei,2.59,0.81
1218,30.0820,Cibicidoides havanensis,2.74,0.77
1218,30.0850,Cibicidoides grimsdalei,1.99,0.51
689,30.0870,CIB,2.72,0.49
1218,30.0870,Cibicidoides grimsdalei,1.97,0.54
1218,30.0870,Cibicidoides grimsdalei,2.44,0.38
1218,30.0900,Cibicidoides grimsdalei,1.83,0.24
1218,30.0930,Cibicidoides grimsdalei,2.02,0.43
1218,30.0930,Cibicidoides grimsdalei,2.09,0.41
1218,30.0950,Cibicidoides grimsdalei,1.93,0.44
1218,30.0980,Cibicidoides grimsdalei,2.08,0.61
1218,30.0980,Cibicidoides grimsdalei,2.17,0.38
1218,30.1000,Cibicidoides grimsdalei,2.36,0.56
1218,30.1020,Cibicidoides grimsdalei,2.38,0.51
1218,30.1030,Cibicidoides spp.,2.37,
1218,30.1040,Cibicidoides grimsdalei,2.04,0.39
1218,30.1060,Cibicidoides grimsdalei,2.15,0.67
1218,30.1060,Cibicidoides grimsdalei,2.37,0.45
1218,30.1090,Cibicidoides grimsdalei,2.06,0.65
690,30.1091,CIB,2.88,0.81
1218,30.1110,Cibicidoides grimsdalei,2.17,0.45
1218,30.1110,Cibicidoides grimsdalei,2.26,0.58
1218,30.1110,Cibicidoides havanensis,2.28,0.67
1218,30.1130,Cibicidoides grimsdalei,2.07,0.59
1218,30.1150,Cibicidoides grimsdalei,2.43,0.97
1218,30.1170,Cibicidoides grimsdalei,2.20,0.87
1218,30.1190,Cibicidoides grimsdalei,2.34,0.82
77,30.1192,CIB,1.87,0.21
1218,30.1210,Cibicidoides grimsdalei,2.28,0.55
1218,30.1230,Cibicidoides grimsdalei,2.21,0.59
1218,30.1250,Cibicidoides spp.,2.10,0.72
1218,30.1250,Cibicidoides spp.,2.10,0.72
1218,30.1260,Cibicidoides grimsdalei,2.08,0.67
1218,30.1280,Cibicidoides grimsdalei,1.96,0.54
1218,30.1300,Cibicidoides grimsdalei,2.21,0.63
689,30.1310,CIB,2.85,0.42
1218,30.1320,Cibicidoides grimsdalei,2.25,0.66
1218,30.1340,Cibicidoides grimsdalei,2.21,0.64
1218,30.1360,Cibicidoides grimsdalei,2.25,0.69
1218,30.1380,Cibicidoides grimsdalei,2.08,0.59
574,30.1384,CIB,2.29,0.38
1218,30.1400,Cibicidoides grimsdalei,2.18,0.67
1218,30.1430,Cibicidoides grimsdalei,2.27,0.67
1218,30.1450,Cibicidoides grimsdalei,2.54,0.67
1218,30.1460,Cibicidoides spp.,,0.44
1218,30.1470,Cibicidoides havanensis +0.1 X,2.38,0.59
1218,30.1490,Cibicidoides grimsdalei,2.36,0.64
1218,30.1510,Cibicidoides grimsdalei,2.54,0.88
744,30.1518,CIB,2.99,0.72
1218,30.1530,Cibicidoides grimsdalei,2.40,0.68
1218,30.1550,Cibicidoides grimsdalei,2.25,0.64
1218,30.1570,Cibicidoides grimsdalei,2.27,0.61
1218,30.1600,Cibicidoides grimsdalei,2.49,0.78
1218,30.1620,Cibicidoides grimsdalei,2.32,0.58
1218,30.1640,Cibicidoides grimsdalei,2.13,0.79
1218,30.1660,Cibicidoides grimsdalei,2.57,0.61
1218,30.1670,Cibicidoides spp.,2.25,0.73
1218,30.1680,Cibicidoides grimsdalei,2.33,0.34
748,30.1684,CIB,2.87,0.82
1218,30.1700,Cibicidoides grimsdalei,2.32,0.64
1218,30.1720,Cibicidoides grimsdalei,2.23,0.77
1218,30.1740,Cibicidoides grimsdalei,2.39,0.65
1218,30.1770,Cibicidoides grimsdalei,2.36,0.58
1218,30.1790,Cibicidoides grimsdalei,2.52,0.69
1218,30.1810,Cibicidoides grimsdalei,2.17,0.57
689,30.1820,CIB,2.86,0.43
1218,30.1830,Cibicidoides grimsdalei,2.33,0.80
1218,30.1850,Cibicidoides grimsdalei,2.38,0.61
1218,30.1870,Cibicidoides grimsdalei,2.20,0.51
1218,30.1880,Cibicidoides spp.,2.14,0.41
1218,30.1890,Cibicidoides grimsdalei,2.36,0.46
1218,30.1910,Cibicidoides grimsdalei,2.29,0.56
1218,30.1940,Cibicidoides grimsdalei,2.21,0.37
690,30.1948,CIB,2.71,0.42
690,30.1948,CIB,2.71,0.56
1218,30.1960,Cibicidoides grimsdalei,2.29,0.64
1218,30.1980,Cibicidoides grimsdalei,2.52,0.66
1218,30.2000,Cibicidoides grimsdalei,2.14,0.45
1218,30.2020,Cibicidoides grimsdalei,2.33,0.67
1218,30.2040,Cibicidoides grimsdalei,2.27,0.48
1218,30.2060,Cibicidoides grimsdalei,2.28,0.37
1218,30.2080,Cibicidoides grimsdalei,2.13,0.41
1218,30.2090,Cibicidoides spp.,1.88,0.29
1218,30.2110,Cibicidoides grimsdalei,2.09,0.55
1218,30.2130,Cibicidoides grimsdalei,2.02,0.46
1218,30.2150,Cibicidoides grimsdalei,2.09,0.67
1218,30.2170,Cibicidoides grimsdalei,2.17,0.43
1218,30.2190,Cibicidoides grimsdalei,2.15,0.62
1218,30.2210,Cibicidoides grimsdalei,2.18,0.53
1218,30.2230,Cibicidoides grimsdalei,1.98,0.60
1218,30.2250,Cibicidoides havanensis +0.1 X,2.04,0.62
1218,30.2280,Cibicidoides grimsdalei,1.90,0.49
689,30.2300,CIB,2.97,0.48
1218,30.2300,Cibicidoides grimsdalei,1.77,0.41
1218,30.2310,Cibicidoides spp.,1.92,0.25
1218,30.2320,Cibicidoides grimsdalei,2.07,0.58
1218,30.2340,Cibicidoides grimsdalei,2.20,0.49
1218,30.2360,Cibicidoides grimsdalei,1.85,0.14
1218,30.2380,Cibicidoides grimsdalei,2.21,0.30
1218,30.2400,Cibicidoides grimsdalei,2.23,0.43
1218,30.2420,Cibicidoides grimsdalei,2.19,0.44
690,30.2425,CIB,2.77,0.40
1218,30.2450,Cibicidoides grimsdalei,2.12,0.72
1218,30.2470,Cibicidoides grimsdalei,1.90,0.62
1218,30.2490,Cibicidoides grimsdalei,2.31,0.56
1218,30.2510,Cibicidoides grimsdalei,2.19,0.77
1218,30.2520,Cibicidoides spp.,2.28,0.49
1218,30.2530,Cibicidoides grimsdalei,1.95,0.52
1218,30.2550,Cibicidoides grimsdalei,2.22,0.67
1218,30.2570,Cibicidoides grimsdalei,2.08,0.64
1218,30.2590,Cibicidoides grimsdalei,2.14,0.43
1218,30.2600,Cibicidoides spp.,,0.67
1218,30.2620,Cibicidoides grimsdalei,2.36,0.89
1218,30.2640,Cibicidoides grimsdalei,2.50,0.76
1218,30.2660,Cibicidoides grimsdalei,2.30,0.63
1218,30.2680,Cibicidoides grimsdalei,2.02,0.54
1218,30.2700,Cibicidoides havanensis +0.1 X,2.14,0.47
689,30.2720,CIB,2.74,0.68
1218,30.2720,Cibicidoides grimsdalei,2.11,0.61
1218,30.2730,Cibicidoides spp.,1.97,0.44
1218,30.2740,Cibicidoides spp. (whole),2.35,0.55
1218,30.2740,Cibicidoides grimsdalei,2.40,0.52
1218,30.2760,Cibicidoides havanensis +0.1 X,2.45,0.55
1218,30.2790,Cibicidoides havanensis +0.1 X,2.52,0.57
690,30.2806,CIB,2.75,0.54
1218,30.2810,Cibicidoides grimsdalei,2.31,0.74
1218,30.2830,Cibicidoides grimsdalei,2.27,0.76
1218,30.2850,Cibicidoides grimsdalei,2.17,0.73
1218,30.2870,Cibicidoides grimsdalei,2.07,0.56
1218,30.2890,Cibicidoides havanensis +0.1 X,2.04,0.78
1218,30.2910,Cibicidoides grimsdalei,2.02,0.63
1218,30.2930,Cibicidoides grimsdalei,2.19,0.54
1218,30.2940,Cibicidoides spp.,2.20,0.33
748,30.2954,CIB,2.46,0.56
1218,30.2960,Cibicidoides grimsdalei,2.21,0.48
1218,30.2980,Cibicidoides grimsdalei,2.31,0.62
1218,30.3000,Cibicidoides grimsdalei,2.05,0.65
1218,30.3020,Cibicidoides grimsdalei,2.06,0.56
1218,30.3040,Cibicidoides grimsdalei,2.17,0.45
744,30.3058,CIB,2.90,0.52
689,30.3060,CIB,2.78,0.64
1218,30.3060,Cibicidoides grimsdalei,2.17,0.61
1218,30.3080,Cibicidoides grimsdalei,1.98,0.62
1218,30.3100,Cibicidoides grimsdalei,2.18,0.73
1218,30.3120,Cibicidoides grimsdalei,1.84,0.64
574,30.3148,CIB,2.87,0.18
1218,30.3150,Cibicidoides spp.,1.92,0.50
1218,30.3150,Cibicidoides grimsdalei,2.24,0.59
1218,30.3170,Cibicidoides grimsdalei,2.38,0.60
690,30.3187,CIB,2.65,0.68
1218,30.3190,Cibicidoides havanensis +0.1 X,2.39,0.77
1218,30.3210,Cibicidoides havanensis +0.1 X,2.39,0.69
1218,30.3230,Cibicidoides grimsdalei,2.51,0.80
1218,30.3250,Cibicidoides grimsdalei,2.27,0.77
1218,30.3270,Cibicidoides grimsdalei,2.09,0.73
77,30.3277,CIB,2.06,0.64
1218,30.3290,Cibicidoides grimsdalei,2.54,0.77
1218,30.3320,Cibicidoides havanensis +0.1 X,2.00,0.66
1218,30.3340,Cibicidoides grimsdalei,2.02,0.83
1218,30.3360,Cibicidoides grimsdalei,2.28,0.81
1218,30.3370,Cibicidoides spp.,2.09,0.94
1218,30.3370,Cibicidoides spp.,2.09,0.94
1218,30.3370,Cibicidoides spp.,2.09,0.94
1218,30.3370,Cibicidoides spp.,2.09,0.94
1218,30.3380,Cibicidoides grimsdalei,2.18,0.73
1218,30.3380,Cibicidoides spp. (whole),2.45,0.75
1218,30.3400,Cibicidoides grimsdalei,2.33,0.84
1218,30.3420,Cibicidoides havanensis +0.1 X,2.15,0.80
1218,30.3440,Cibicidoides grimsdalei,2.38,0.78
1218,30.3460,Cibicidoides grimsdalei,2.27,0.79
1218,30.3490,Cibicidoides havanensis +0.1 X,2.14,0.59
1218,30.3510,Cibicidoides havanensis +0.1 X,2.20,0.46
1218,30.3530,Cibicidoides havanensis +0.1 X,2.14,0.70
1218,30.3550,Cibicidoides grimsdalei,2.09,0.48
1218,30.3570,Cibicidoides havanensis +0.1 X,2.09,0.74
1218,30.3580,Cibicidoides spp.,2.18,0.46
689,30.3590,CIB,2.77,0.60
1218,30.3590,Cibicidoides havanensis +0.1 X,2.25,0.46
1218,30.3610,Cibicidoides grimsdalei,2.30,0.66
1218,30.3630,Cibicidoides grimsdalei,2.47,0.79
1218,30.3660,Cibicidoides grimsdalei,2.07,0.55
690,30.3663,CIB,2.61,0.66
1218,30.3680,Cibicidoides grimsdalei,2.08,0.67
1218,30.3700,Cibicidoides grimsdalei,2.25,1.04
1218,30.3720,Cibicidoides havanensis +0.1 X,1.92,0.65
1218,30.3740,Cibicidoides grimsdalei,2.14,0.51
1218,30.3760,Cibicidoides grimsdalei,1.82,0.50
1218,30.3780,Cibicidoides grimsdalei,2.32,0.72
1218,30.3790,Cibicidoides spp.,2.19,0.57
1218,30.3800,Cibicidoides havanensis +0.1 X,2.15,0.56
744,30.3827,CIB,2.84,1.05
1218,30.3830,Cibicidoides grimsdalei,2.16,0.60
1218,30.3850,Cibicidoides grimsdalei,2.18,0.73
1218,30.3870,Cibicidoides grimsdalei,2.61,0.71
1218,30.3890,Cibicidoides grimsdalei,2.25,0.80
1218,30.3910,Cibicidoides grimsdalei,2.42,0.85
1218,30.3920,Cibicidoides grimsdalei,2.41,0.82
1218,30.3930,Cibicidoides grimsdalei,1.90,0.64
1218,30.3940,Cibicidoides havanensis +0.1 X,2.31,0.72
1218,30.3950,Cibicidoides havanensis +0.1 X,2.24,0.65
1218,30.3960,Cibicidoides grimsdalei,2.42,0.65
1218,30.3970,Cibicidoides grimsdalei,2.15,0.94
1218,30.3980,Cibicidoides havanensis +0.1 X,2.27,0.89
574,30.3988,CIB,2.51,0.31
1218,30.3990,Cibicidoides grimsdalei,2.23,0.85
1218,30.4000,Cibicidoides spp.,2.12,0.39
1218,30.4000,Cibicidoides grimsdalei,2.38,1.02
748,30.4007,CIB,2.84,0.39
1218,30.4030,Cib. grimsdalei,2.18,0.47
1218,30.4050,Cib. grimsdalei,2.39,0.75
1218,30.4070,Cib. grimsdalei,1.75,0.52
1218,30.4090,Cib. grimsdalei,2.19,0.43
1218,30.4110,Cibicidoides grimsdalei,2.24,0.66
1218,30.4130,Cibicidoides grimsdalei,2.14,0.55
1218,30.4150,Cibicidoides havanensis +0.1 X,2.07,0.31
1218,30.4170,Cibicidoides grimsdalei,1.91,0.56
1218,30.4200,Cibicidoides grimsdalei,1.87,0.53
1218,30.4220,Cibicidoides spp.,1.79,0.49
1218,30.4240,Cibicidoides grimsdalei,2.22,0.70
1218,30.4260,Cibicidoides grimsdalei,1.90,0.40
1218,30.4280,Cibicidoides havanensis +0.1 X,2.08,0.43
1218,30.4300,Cibicidoides grimsdalei,2.05,0.46
1218,30.4320,Cibicidoides grimsdalei,2.18,0.52
690,30.4330,CIB,3.00,0.68
1218,30.4340,Cibicidoides havanensis +0.1 X,2.39,0.36
1218,30.4370,Cibicidoides grimsdalei,2.08,0.45
1218,30.4390,Cibicidoides grimsdalei,2.14,0.79
1218,30.4410,Cibicidoides havanensis +0.1 X,2.31,0.82
1218,30.4430,Cibicidoides spp. (whole),2.26,0.23
1218,30.4430,Cibicidoides spp.,2.30,0.54
1218,30.4450,Cibicidoides grimsdalei,2.34,0.94
1218,30.4470,Cibicidoides grimsdalei,1.94,0.94
1218,30.4490,Cibicidoides grimsdalei,2.01,0.73
1218,30.4510,Cibicidoides grimsdalei,2.29,0.84
744,30.4537,CIB,2.78,0.69
689,30.4540,CIB,2.68,0.79
1218,30.4540,Cibicidoides grimsdalei,1.95,0.79
1218,30.4560,Cibicidoides havanensis +0.1 X,1.79,0.88
1218,30.4580,Cibicidoides havanensis +0.1 X,1.98,0.94
1218,30.4600,Cibicidoides havanensis +0.1 X,2.08,0.69
1218,30.4620,Cibicidoides grimsdalei,1.89,0.69
1218,30.4640,Cibicidoides spp.,1.51,0.71
1218,30.4660,Cibicidoides grimsdalei,1.78,0.56
1218,30.4680,Cibicidoides havanensis +0.1 X,1.98,0.94
744,30.4704,CIB,2.67,0.65
1218,30.4710,Cibicidoides havanensis +0.1 X,1.98,0.70
1218,30.4730,Cibicidoides havanensis +0.1 X,2.23,0.84
1218,30.4750,Cibicidoides grimsdalei,2.31,0.79
1218,30.4770,Cibicidoides grimsdalei,2.09,0.52
1218,30.4790,Cibicidoides havanensis +0.1 X,2.25,0.85
744,30.4813,CIB,2.80,0.83
1218,30.4840,Cibicidoides grimsdalei,2.50,0.75
744,30.4880,CIB,2.61,0.80
1218,30.4900,Cibicidoides havanensis +0.1 X,2.24,0.76
522,30.4919,CIB,2.32,0.95
1218,30.4950,Cibicidoides spp.,2.08,0.69
744,30.4964,CIB,2.70,0.63
522,30.4983,CIB,2.47,1.05
522,30.4983,CIB,2.72,1.34
689,30.5000,CIB,2.68,0.66
1218,30.5010,Cibicidoides havanensis +0.1 X,1.80,0.86
744,30.5039,CIB,2.79,0.97
563,30.5046,CIB,2.23,0.79
1218,30.5060,Cibicidoides havanensis +0.1 X,2.23,0.85
1218,30.5110,Cibicidoides grimsdalei,1.96,0.94
744,30.5114,CIB,2.89,0.79
77,30.5167,CIB,1.93,0.77
1218,30.5170,Cibicidoides havanensis +0.1 X,1.98,0.77
744,30.5207,CIB,2.63,0.42
522,30.5209,CIB,2.48,0.99
