GEO_ID	NAME	B23006_001E	B23006_001M	B23006_002E	B23006_002M	B23006_003E	B23006_003M	B23006_004E	B23006_004M	B23006_005E	B23006_005M	B23006_006E	B23006_006M	B23006_007E	B23006_007M	B23006_008E	B23006_008M	B23006_009E	B23006_009M	B23006_010E	B23006_010M	B23006_011E	B23006_011M	B23006_012E	B23006_012M	B23006_013E	B23006_013M	B23006_014E	B23006_014M	B23006_015E	B23006_015M	B23006_016E	B23006_016M	B23006_017E	B23006_017M	B23006_018E	B23006_018M	B23006_019E	B23006_019M	B23006_020E	B23006_020M	B23006_021E	B23006_021M	B23006_022E	B23006_022M	B23006_023E	B23006_023M	B23006_024E	B23006_024M	B23006_025E	B23006_025M	B23006_026E	B23006_026M	B23006_027E	B23006_027M	B23006_028E	B23006_028M	B23006_029E	B23006_029M
id	Geographic Area Name	Estimate!!Total	Margin of Error!!Total	Estimate!!Total!!Less than high school graduate	Margin of Error!!Total!!Less than high school graduate	Estimate!!Total!!Less than high school graduate!!In labor force	Margin of Error!!Total!!Less than high school graduate!!In labor force	Estimate!!Total!!Less than high school graduate!!In labor force!!In Armed Forces	Margin of Error!!Total!!Less than high school graduate!!In labor force!!In Armed Forces	Estimate!!Total!!Less than high school graduate!!In labor force!!Civilian	Margin of Error!!Total!!Less than high school graduate!!In labor force!!Civilian	Estimate!!Total!!Less than high school graduate!!In labor force!!Civilian!!Employed	Margin of Error!!Total!!Less than high school graduate!!In labor force!!Civilian!!Employed	Estimate!!Total!!Less than high school graduate!!In labor force!!Civilian!!Unemployed	Margin of Error!!Total!!Less than high school graduate!!In labor force!!Civilian!!Unemployed	Estimate!!Total!!Less than high school graduate!!Not in labor force	Margin of Error!!Total!!Less than high school graduate!!Not in labor force	Estimate!!Total!!High school graduate (includes equivalency)	Margin of Error!!Total!!High school graduate (includes equivalency)	Estimate!!Total!!High school graduate (includes equivalency)!!In labor force	Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force	Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!In Armed Forces	Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!In Armed Forces	Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian	Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian	Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Employed	Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Employed	Estimate!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Unemployed	Margin of Error!!Total!!High school graduate (includes equivalency)!!In labor force!!Civilian!!Unemployed	Estimate!!Total!!High school graduate (includes equivalency)!!Not in labor force	Margin of Error!!Total!!High school graduate (includes equivalency)!!Not in labor force	Estimate!!Total!!Some college or associate's degree	Margin of Error!!Total!!Some college or associate's degree	Estimate!!Total!!Some college or associate's degree!!In labor force	Margin of Error!!Total!!Some college or associate's degree!!In labor force	Estimate!!Total!!Some college or associate's degree!!In labor force!!In Armed Forces	Margin of Error!!Total!!Some college or associate's degree!!In labor force!!In Armed Forces	Estimate!!Total!!Some college or associate's degree!!In labor force!!Civilian	Margin of Error!!Total!!Some college or associate's degree!!In labor force!!Civilian	Estimate!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Employed	Margin of Error!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Employed	Estimate!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Unemployed	Margin of Error!!Total!!Some college or associate's degree!!In labor force!!Civilian!!Unemployed	Estimate!!Total!!Some college or associate's degree!!Not in labor force	Margin of Error!!Total!!Some college or associate's degree!!Not in labor force	Estimate!!Total!!Bachelor's degree or higher	Margin of Error!!Total!!Bachelor's degree or higher	Estimate!!Total!!Bachelor's degree or higher!!In labor force	Margin of Error!!Total!!Bachelor's degree or higher!!In labor force	Estimate!!Total!!Bachelor's degree or higher!!In labor force!!In Armed Forces	Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!In Armed Forces	Estimate!!Total!!Bachelor's degree or higher!!In labor force!!Civilian	Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!Civilian	Estimate!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Employed	Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Employed	Estimate!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Unemployed	Margin of Error!!Total!!Bachelor's degree or higher!!In labor force!!Civilian!!Unemployed	Estimate!!Total!!Bachelor's degree or higher!!Not in labor force	Margin of Error!!Total!!Bachelor's degree or higher!!Not in labor force
310M400US10500	Albany, GA Metro Area	72649	1307	11025	1671	5585	1312	0	226	5585	1312	4341	1175	1244	807	5440	1199	23205	2295	17257	2079	18	33	17239	2085	15967	2038	1272	756	5948	1068	25365	2423	20520	2192	289	317	20231	2174	18709	2147	1522	863	4845	1077	13054	1620	10681	1658	0	226	10681	1658	10194	1647	487	380	2373	863
310M400US33260	Midland, TX Metro Area	92042	1151	13757	2367	11148	2171	0	228	11148	2171	10574	2247	574	511	2609	879	22361	3088	18324	2950	0	228	18324	2950	18210	2964	114	167	4037	1268	31467	3384	26101	3053	0	228	26101	3053	25577	3071	524	452	5366	1508	24457	3144	21306	3032	77	143	21229	3036	21173	3016	56	103	3151	946
310M400US12580	Baltimore-Columbia-Towson, MD Metro Area	1508867	2212	110127	5980	62570	4988	0	206	62570	4988	57917	5000	4653	1372	47557	3142	351500	9276	259769	8711	1159	813	258610	8700	243266	8366	15344	2294	91731	5684	388172	9271	320064	9564	4688	1078	315376	9517	301101	8929	14275	2448	68108	4288	659068	11322	590076	11308	7030	1209	583046	11433	570015	10925	13031	2115	68992	4520
310M400US14460	Boston-Cambridge-Newton, MA-NH Metro Area	2652935	1998	180120	8159	118334	6795	0	198	118334	6795	105205	6929	13129	2170	61786	4259	514635	14367	390716	13077	314	289	390402	13107	368376	12390	22026	2808	123919	6592	566883	11936	469404	10510	580	308	468824	10465	451115	10531	17709	2591	97479	5913	1391297	13100	1238275	13684	2099	667	1236176	13696	1205637	13610	30539	3023	153022	6115
310M400US14580	Bozeman, MT Micro Area	57368	775	1507	592	1335	554	0	172	1335	554	1335	554	0	172	172	171	9686	1347	7801	1182	0	172	7801	1182	7768	1185	33	62	1885	634	18050	2118	15555	2060	0	172	15555	2060	15341	2007	214	213	2495	638	28125	2069	24381	1934	0	172	24381	1934	24203	1950	178	199	3744	825
310M400US29380	Lake City, FL Micro Area	36312	1015	4570	1201	2382	1068	0	229	2382	1068	2296	1061	86	145	2188	696	13772	2001	9778	1708	0	229	9778	1708	8616	1570	1162	579	3994	932	13780	1889	10150	1707	0	229	10150	1707	9573	1660	577	495	3630	1047	4190	945	3383	889	0	229	3383	889	3242	856	141	192	807	389
310M400US47300	Visalia-Porterville, CA Metro Area	222598	1016	63211	4490	40224	3826	0	211	40224	3826	32490	3813	7734	1850	22987	2767	57464	4434	41499	3642	268	351	41231	3597	35926	3281	5305	1408	15965	2161	66610	4437	51280	4190	167	154	51113	4164	49005	3941	2108	745	15330	2005	35313	2843	30575	2570	151	194	30424	2624	29801	2634	623	374	4738	1330
310M400US48140	Wausau, WI Metro Area	69832	715	3719	857	2008	715	0	151	2008	715	1943	691	65	73	1711	615	20551	1670	16448	1308	0	151	16448	1308	16318	1299	130	75	4103	1079	24749	1711	21435	1619	7	12	21428	1615	21099	1609	329	205	3314	655	20813	2112	18217	2015	0	151	18217	2015	17966	1988	251	214	2596	649
310M400US48620	Wichita, KS Metro Area	325351	1228	30865	2729	20809	2426	0	177	20809	2426	19502	2435	1307	622	10056	1677	79964	4947	59125	4459	116	152	59009	4473	56626	4415	2383	780	20839	2349	108834	4949	87835	4616	364	303	87471	4614	84928	4662	2543	848	20999	2122	105688	4602	92621	4726	546	344	92075	4748	90328	4732	1747	608	13067	1642
310M400US24060	Glenwood Springs, CO Micro Area	41704	2632	3650	1115	2949	1110	0	204	2949	1110	2664	1060	285	338	701	445	10717	2565	7871	2170	0	204	7871	2170	7771	2180	100	113	2846	1088	12085	1896	11259	1820	0	204	11259	1820	11191	1802	68	102	826	544	15252	2463	13974	2265	36	71	13938	2259	13774	2242	164	179	1278	766
310M400US24660	Greensboro-High Point, NC Metro Area	398143	1593	45829	3790	26583	2856	0	210	26583	2856	24905	2809	1678	797	19246	2525	95732	5454	70223	4525	0	210	70223	4525	66567	4459	3656	971	25509	2938	131371	6095	105218	6164	300	356	104918	6070	100719	5841	4199	1380	26153	2902	125211	5058	108147	4749	0	210	108147	4749	105306	4803	2841	975	17064	1976
310M400US34900	Napa, CA Metro Area	70957	491	11180	1614	8100	1396	0	211	8100	1396	7182	1270	918	599	3080	851	12861	1815	10018	1620	0	211	10018	1620	9883	1645	135	196	2843	744	23190	2207	19310	1943	53	90	19257	1957	18412	1936	845	583	3880	799	23726	2001	20134	1996	37	60	20097	1992	19283	1980	814	576	3592	836
310M400US47940	Waterloo-Cedar Falls, IA Metro Area	80473	833	6049	1121	4274	894	0	163	4274	894	4196	879	78	106	1775	575	20671	1880	15099	1687	0	163	15099	1687	14519	1630	580	319	5572	1035	27736	1814	23688	1801	0	163	23688	1801	23066	1763	622	322	4048	791	26017	2297	23605	2172	106	126	23499	2164	23112	2129	387	267	2412	638
310M400US10380	Aguadilla-Isabela, PR Metro Area	150558	2273	31169	3076	9436	1587	0	228	9436	1587	7283	1490	2153	905	21733	2651	44696	3263	22994	2616	0	228	22994	2616	19711	2542	3283	1075	21702	2035	39899	3444	24783	3161	0	228	24783	3161	22410	3198	2373	819	15116	1970	34794	3350	26047	2549	0	228	26047	2549	24348	2504	1699	721	8747	1706
310M400US17900	Columbia, SC Metro Area	429276	2600	33689	3703	19591	2692	62	121	19529	2685	16486	2440	3043	1385	14098	2314	116364	6385	78290	5673	200	182	78090	5684	73828	5335	4262	1266	38074	3645	140621	6202	112427	5695	2043	890	110384	5673	105500	5463	4884	1447	28194	2886	138602	6144	122381	6036	1858	749	120523	6032	117213	5779	3310	1024	16221	1953
310M400US23540	Gainesville, FL Metro Area	139526	3140	9239	1888	4825	1477	0	229	4825	1477	4047	1361	778	590	4414	1294	27654	3346	20506	2833	0	229	20506	2833	19320	2642	1186	747	7148	1882	42859	3518	32825	3399	71	121	32754	3409	31120	3382	1634	673	10034	2018	59774	3420	50785	3094	32	58	50753	3092	49567	3222	1186	611	8989	1662
310M400US15500	Burlington, NC Metro Area	83007	753	9482	1600	6535	1364	0	210	6535	1364	5741	1152	794	521	2947	887	22930	2327	17148	2167	0	210	17148	2167	16838	2175	310	211	5782	1343	28661	1932	24396	1897	78	105	24318	1905	23099	1826	1219	626	4265	927	21934	2015	18658	1957	0	210	18658	1957	18292	1927	366	328	3276	867
310M400US34860	Nacogdoches, TX Micro Area	28632	1142	5781	1176	3140	865	0	228	3140	865	2955	815	185	186	2641	884	8355	1603	5444	1348	0	228	5444	1348	4896	1388	548	421	2911	1052	8525	1157	6319	1093	0	228	6319	1093	6111	1172	208	274	2206	654	5971	1023	5428	989	0	228	5428	989	5348	988	80	132	543	361
310M400US45060	Syracuse, NY Metro Area	331621	1027	30134	2678	17107	2029	0	201	17107	2029	14798	1866	2309	952	13027	1880	87024	4470	62116	3869	161	216	61955	3879	57343	3524	4612	1122	24908	2410	102860	4079	82554	3896	250	213	82304	3900	79400	3743	2904	752	20306	1913	111603	4311	95985	3839	248	235	95737	3830	93735	3913	2002	529	15618	1645
310M400US24220	Grand Forks, ND-MN Metro Area	48338	677	2913	796	2227	725	45	85	2182	723	1980	725	202	149	686	369	11519	1363	9166	1221	14	25	9152	1219	8407	1011	745	468	2353	687	19108	1661	15503	1546	278	200	15225	1509	14774	1473	451	288	3605	876	14798	1572	13623	1535	165	114	13458	1514	13316	1514	142	137	1175	395
310M400US40580	Rocky Mount, NC Metro Area	73883	1527	7479	1743	3939	1307	0	210	3939	1307	3344	1173	595	450	3540	858	28116	2621	21372	2657	0	210	21372	2657	18663	2602	2709	1219	6744	1258	23306	2605	18722	2314	0	210	18722	2314	18205	2267	517	339	4584	1303	14982	2380	12810	2185	0	210	12810	2185	12535	2217	275	225	2172	747
310M400US15260	Brunswick, GA Metro Area	58954	2537	9392	2202	4899	1596	0	226	4899	1596	4663	1524	236	298	4493	1325	18999	3018	13424	2417	0	226	13424	2417	12679	2371	745	620	5575	1468	16642	2458	12220	1957	72	132	12148	1954	11688	1951	460	346	4422	1265	13921	2081	12131	2033	0	226	12131	2033	11867	1982	264	267	1790	640
310M400US17780	College Station-Bryan, TX Metro Area	117856	2372	15269	2601	7480	1652	0	228	7480	1652	7308	1625	172	220	7789	1698	25027	3218	17887	2843	0	228	17887	2843	16544	2833	1343	771	7140	1800	28552	3048	21246	2761	0	228	21246	2761	20304	2594	942	684	7306	1486	49008	3746	40827	3347	0	228	40827	3347	40233	3380	594	505	8181	1591
310M400US19100	Dallas-Fort Worth-Arlington, TX Metro Area	4041414	3322	550078	16056	383480	12251	0	228	383480	12251	365730	11483	17750	2554	166598	8017	904474	18758	692096	15883	662	708	691434	15927	661307	15273	30127	3597	212378	8930	1120500	18794	926604	17944	1050	495	925554	17884	890804	17811	34750	3249	193896	7485	1466362	18183	1264361	16682	2090	756	1262271	16701	1230704	16742	31567	3129	202001	8163
310M400US46140	Tulsa, OK Metro Area	509794	1238	51714	2743	30795	2282	0	161	30795	2282	28335	2200	2460	679	20919	1609	143901	4676	103080	3918	29	47	103051	3917	98368	3874	4683	910	40821	2727	171206	4213	134552	4110	248	168	134304	4124	128880	4078	5424	850	36654	1857	142973	4072	124685	3971	150	170	124535	3979	122286	3934	2249	607	18288	1664
310M400US31180	Lubbock, TX Metro Area	150053	1659	19165	2519	11391	2026	0	228	11391	2026	11121	2045	270	235	7774	1652	41222	3247	31994	3369	0	228	31994	3369	31257	3358	737	425	9228	1615	45859	3711	38572	3432	0	228	38572	3432	37256	3515	1316	706	7287	1461	43807	3770	38258	3570	0	228	38258	3570	37722	3498	536	425	5549	1367
310M400US33860	Montgomery, AL Metro Area	197295	1516	24027	3003	10810	2042	17	35	10793	2041	9111	1797	1682	862	13217	2123	55563	3205	34575	2700	12	21	34563	2702	32334	2644	2229	973	20988	2938	58872	3338	45241	3092	390	337	44851	3104	42504	2833	2347	1098	13631	2011	58833	3412	49289	3135	1653	602	47636	3354	47476	3343	160	132	9544	1523
310M400US11980	Athens, TX Micro Area	39620	1258	7195	1918	2989	951	0	228	2989	951	2666	965	323	343	4206	1768	13438	1712	8388	1628	0	228	8388	1628	7613	1487	775	507	5050	1147	13468	1765	8901	1284	0	228	8901	1284	8572	1367	329	330	4567	1255	5519	1453	4076	1061	0	228	4076	1061	4021	1072	55	91	1443	749
310M400US12420	Austin-Round Rock, TX Metro Area	1223683	2558	119122	7705	80044	6799	0	228	80044	6799	74634	6342	5410	2254	39078	4120	223907	10087	173189	8722	365	508	172824	8765	163058	8771	9766	2268	50718	4369	305323	10780	252958	10475	374	285	252584	10455	243163	10111	9421	2162	52365	4201	575331	11996	504852	11670	922	605	503930	11501	490679	11623	13251	1708	70479	4414
310M400US12980	Battle Creek, MI Metro Area	68183	1010	5437	1307	3285	959	0	172	3285	959	2615	682	670	519	2152	762	22966	1898	16590	1550	0	172	16590	1550	16249	1540	341	224	6376	1235	24540	1948	18469	1710	12	20	18457	1714	17495	1780	962	531	6071	1188	15240	1528	13233	1398	0	172	13233	1398	13018	1388	215	188	2007	567
310M400US17660	Coeur d'Alene, ID Metro Area	82039	872	6594	1538	4887	1445	0	204	4887	1445	4711	1442	176	218	1707	654	24211	2812	19225	2531	0	204	19225	2531	18561	2498	664	416	4986	1177	31180	2563	23928	2368	0	204	23928	2368	23006	2281	922	604	7252	1648	20054	2508	16134	2171	0	204	16134	2171	15989	2139	145	149	3920	1108
310M400US24580	Green Bay, WI Metro Area	166875	1268	12757	1781	9107	1622	0	151	9107	1622	8855	1594	252	211	3650	934	48323	3056	37194	2643	0	151	37194	2643	36198	2637	996	459	11129	1707	57232	3286	48312	3010	0	151	48312	3010	47465	3040	847	580	8920	1322	48563	3013	42485	2457	0	151	42485	2457	42034	2476	451	294	6078	1603
310M400US26620	Huntsville, AL Metro Area	248878	1212	21365	3499	10988	2262	0	201	10988	2262	9707	2137	1281	827	10377	2514	52026	3788	36766	3215	0	201	36766	3215	33808	3235	2958	948	15260	2516	70545	4476	53660	4043	90	130	53570	4036	51413	3846	2157	1107	16885	2511	104942	4952	87943	4351	772	420	87171	4316	85181	4280	1990	890	16999	2331
310M400US35840	North Port-Sarasota-Bradenton, FL Metro Area	372019	2066	32250	3745	21676	2898	0	229	21676	2898	21095	2889	581	371	10574	2034	114589	6754	84999	5992	0	229	84999	5992	81846	5547	3153	1350	29590	3024	117906	5301	90795	4857	216	244	90579	4891	86423	4750	4156	1321	27111	2842	107274	5487	84350	5126	118	143	84232	5124	82482	5069	1750	599	22924	2749
310M400US37340	Palm Bay-Melbourne-Titusville, FL Metro Area	302439	1054	20428	3279	9926	2096	0	229	9926	2096	9659	2125	267	247	10502	2456	82167	5527	55768	5507	26	45	55742	5503	52347	5534	3395	1118	26399	3416	101902	5054	75758	4978	500	385	75258	4942	71296	4809	3962	1494	26144	3291	97942	5400	77546	4752	361	285	77185	4771	74161	4433	3024	1100	20396	2471
310M400US22520	Florence-Muscle Shoals, AL Metro Area	73739	1108	7912	1887	4020	1510	0	201	4020	1510	3559	1485	461	328	3892	1326	29012	2934	19270	2263	0	201	19270	2263	19091	2272	179	147	9742	1954	20683	2276	16639	2073	241	243	16398	2093	16151	2068	247	201	4044	889	16132	2193	12622	1813	0	201	12622	1813	12489	1833	133	154	3510	977
310M400US16020	Cape Girardeau, MO-IL Metro Area	45205	1888	4419	1132	2235	944	0	198	2235	944	2038	822	197	238	2184	746	14113	2197	10996	1997	0	198	10996	1997	10483	1896	513	396	3117	739	13013	1735	10201	1665	0	198	10201	1665	9885	1647	316	333	2812	842	13660	2051	11275	1744	0	198	11275	1744	11051	1681	224	216	2385	937
310M400US14260	Boise City, ID Metro Area	376806	2758	30269	3732	20722	2739	0	204	20722	2739	20261	2767	461	361	9547	1832	94091	6965	68564	6184	171	280	68393	6143	65969	5969	2424	1266	25527	3574	126725	6844	98487	6374	463	305	98024	6407	94463	6139	3561	1090	28238	3566	125721	5965	109188	5672	428	315	108760	5646	107117	5529	1643	764	16533	2226
310M400US14010	Bloomington, IL Metro Area	92105	1143	3305	789	2208	719	0	190	2208	719	2165	736	43	70	1097	451	20811	1979	15696	1631	0	190	15696	1631	14979	1586	717	326	5115	1317	26171	2207	21278	2178	0	190	21278	2178	20752	2136	526	303	4893	805	41818	2420	36271	2424	48	79	36223	2441	35415	2427	808	319	5547	1055
310M400US41140	St. Joseph, MO-KS Metro Area	66529	1039	7299	1498	3773	1233	0	198	3773	1233	3222	1066	551	598	3526	1047	24982	2031	17035	1855	48	77	16987	1873	16247	1812	740	505	7947	1196	20261	2083	16766	2005	0	198	16766	2005	16502	2004	264	159	3495	788	13987	1682	11998	1463	59	97	11939	1443	11697	1406	242	194	1989	650
310M400US14700	Branson, MO Micro Area	41327	926	5076	1498	3071	966	0	190	3071	966	2603	998	468	382	2005	1097	13451	1750	9646	1371	0	190	9646	1371	8484	1191	1162	811	3805	931	15056	2008	10636	1642	0	190	10636	1642	9790	1634	846	570	4420	1398	7744	1577	6062	1405	0	190	6062	1405	5935	1391	127	180	1682	781
310M400US18500	Corning, NY Micro Area	49468	359	3838	777	2030	538	0	201	2030	538	1680	470	350	251	1808	529	17949	1372	12412	1436	0	201	12412	1436	11614	1381	798	435	5537	1050	15287	1322	12359	1246	0	201	12359	1246	11643	1177	716	344	2928	471	12394	1462	10640	1254	0	201	10640	1254	10306	1268	334	271	1754	491
310M400US19060	Cumberland, MD-WV Metro Area	48845	938	3587	907	1645	713	0	198	1645	713	1080	489	565	514	1942	564	19910	1685	11962	1474	11	18	11951	1479	11194	1483	757	337	7948	1430	15725	1807	12470	1569	0	198	12470	1569	11632	1503	838	415	3255	756	9623	1366	8300	1300	0	198	8300	1300	7762	1244	538	358	1323	505
310M400US19780	Des Moines-West Des Moines, IA Metro Area	347318	1068	23799	2842	15837	2377	0	163	15837	2377	14592	2351	1245	618	7962	1541	76413	4836	60418	3915	0	163	60418	3915	58662	3923	1756	579	15995	2338	103939	5004	89867	4922	195	206	89672	4913	87165	4991	2507	895	14072	2219	143167	5908	130743	5628	130	85	130613	5613	129674	5566	939	460	12424	2210
310M400US22540	Fond du Lac, WI Metro Area	53488	559	3539	1031	2015	596	0	151	2015	596	1875	591	140	152	1524	770	17483	1814	14360	1556	0	151	14360	1556	13652	1607	708	708	3123	892	20362	1384	16622	1195	0	151	16622	1195	16478	1183	144	191	3740	754	12104	1552	10741	1515	0	151	10741	1515	10720	1518	21	42	1363	557
310M400US32740	Meadville, PA Micro Area	41912	315	3363	629	1998	446	0	177	1998	446	1862	416	136	137	1365	368	18690	1398	12511	1125	0	177	12511	1125	11961	1120	550	205	6179	896	10939	1181	8534	1120	0	177	8534	1120	8200	1115	334	177	2405	492	8920	1233	8115	1191	16	28	8099	1191	8002	1201	97	96	805	276
310M400US36700	Orangeburg, SC Micro Area	42477	763	3309	923	1547	601	0	214	1547	601	1473	571	74	118	1762	728	15160	1945	10012	1846	0	214	10012	1846	9280	1721	732	536	5148	1438	16663	1859	11894	1734	0	214	11894	1734	10874	1583	1020	516	4769	1259	7345	1526	6351	1387	0	214	6351	1387	6225	1373	126	170	994	470
310M400US42200	Santa Maria-Santa Barbara, CA Metro Area	208765	1156	42295	3107	32662	3169	0	211	32662	3169	29638	2939	3024	1050	9633	1780	40770	3096	31239	2990	0	211	31239	2990	29108	2767	2131	858	9531	1794	58166	3638	44307	3454	527	254	43780	3482	41626	3437	2154	715	13859	1365	67534	3465	56951	3146	430	239	56521	3170	55074	3298	1447	514	10583	1491
310M400US16860	Chattanooga, TN-GA Metro Area	292117	2509	30480	3358	17351	2599	0	198	17351	2599	15931	2567	1420	578	13129	2212	77732	5268	52274	4949	139	158	52135	4952	49087	4915	3048	920	25458	2378	102476	4370	81512	3923	100	175	81412	3917	77907	3970	3505	1100	20964	2357	81429	4615	70926	4363	136	162	70790	4364	69820	4348	970	373	10503	1497
310M400US27340	Jacksonville, NC Metro Area	88534	1286	7204	2092	4357	1545	0	210	4357	1545	3999	1493	358	312	2847	1270	25758	2565	17857	1964	3675	1130	14182	2086	12693	1931	1489	742	7901	1836	33305	2805	27484	3096	4400	996	23084	3071	21540	3206	1544	1336	5821	1141	22267	2542	18373	2397	3906	1315	14467	2417	14186	2411	281	243	3894	1064
310M400US31980	Marion, IN Micro Area	31655	717	3780	977	1562	519	0	198	1562	519	1387	516	175	169	2218	889	11593	1418	8321	1361	0	198	8321	1361	7933	1405	388	273	3272	789	11053	1210	8552	1152	0	198	8552	1152	8031	1155	521	367	2501	860	5229	1016	4457	1013	0	198	4457	1013	4297	980	160	177	772	412
310M400US36420	Oklahoma City, OK Metro Area	722149	2077	74525	4861	47133	3603	0	161	47133	3603	45024	3496	2109	777	27392	3140	193171	5761	139250	5038	254	164	138996	5014	132450	5012	6546	1236	53921	3627	231201	6138	184284	5657	1598	556	182686	5648	177716	5638	4970	1138	46917	2973	223252	7542	191783	6758	1475	634	190308	6671	188140	6699	2168	602	31469	2815
310M400US42660	Seattle-Tacoma-Bellevue, WA Metro Area	2241683	1679	149749	7146	104138	5702	0	204	104138	5702	97662	5398	6476	1635	45611	3906	408136	10202	308826	9275	963	471	307863	9190	296619	9191	11244	1795	99310	5156	670222	12969	533738	12103	5213	1091	528525	11860	510917	11866	17608	2014	136484	6307	1013576	14346	883509	13489	4732	1148	878777	13280	858777	13137	20000	2034	130067	5233
310M400US45540	The Villages, FL Metro Area	42699	1110	5274	1259	1776	800	0	229	1776	800	1685	783	91	162	3498	950	15014	1907	6615	1520	0	229	6615	1520	6560	1528	55	122	8399	1523	14194	1960	8472	1693	0	229	8472	1693	8173	1665	299	326	5722	1394	8217	1636	4241	1276	0	229	4241	1276	4241	1276	0	229	3976	1137
310M400US39660	Rapid City, SD Metro Area	75652	1840	3325	1049	2051	803	0	163	2051	803	2051	803	0	163	1274	594	24319	1956	17290	1975	85	150	17205	1975	16713	1880	492	577	7029	1524	23781	2212	19984	2270	710	375	19274	2218	18935	2205	339	283	3797	1016	24227	2329	21521	2356	343	270	21178	2337	20929	2301	249	262	2706	862
310M400US16820	Charlottesville, VA Metro Area	116402	2929	10778	2070	6253	1808	0	206	6253	1808	5622	1493	631	741	4525	1134	24174	2796	17032	2223	0	206	17032	2223	16673	2240	359	386	7142	1558	25031	3001	19925	2893	210	207	19715	2862	18493	2698	1222	716	5106	983	56419	3134	48045	2968	366	323	47679	3014	47134	3005	545	321	8374	1210
310M400US10460	Alamogordo, NM Micro Area	33968	1311	5362	1527	1659	748	37	65	1622	743	1527	728	95	129	3703	1416	9450	1879	5482	1363	249	268	5233	1354	5075	1390	158	273	3968	1303	12450	2023	8621	1791	696	386	7925	1857	7545	1901	380	360	3829	1151	6706	1199	4787	1007	448	339	4339	1032	4339	1032	0	201	1919	774
310M400US20020	Dothan, AL Metro Area	74989	707	10824	1315	5573	952	0	201	5573	952	4910	891	663	295	5251	989	23643	1490	14452	1246	0	201	14452	1246	13423	1205	1029	449	9191	1339	25447	1703	19769	1576	34	33	19735	1579	19317	1541	418	148	5678	714	15075	1576	12728	1499	150	129	12578	1507	12260	1515	318	149	2347	569
310M400US21700	Eureka-Arcata-Fortuna, CA Micro Area	68331	1126	6280	1743	3659	1533	0	211	3659	1533	2947	1480	712	626	2621	1002	18084	2249	13339	2008	25	45	13314	2008	11990	1973	1324	831	4745	1150	26283	2461	18003	2218	17	26	17986	2216	15915	2210	2071	799	8280	1517	17684	2325	15144	2166	0	211	15144	2166	14809	2129	335	256	2540	832
310M400US31460	Madera, CA Metro Area	77302	829	25022	2497	16022	2149	0	211	16022	2149	13830	2112	2192	977	9000	1346	17299	2456	11032	2097	0	211	11032	2097	10255	2132	777	599	6267	1213	23869	2212	16456	1967	0	211	16456	1967	14417	1886	2039	737	7413	1275	11112	1879	9132	1736	0	211	9132	1736	8927	1746	205	229	1980	765
310M400US34740	Muskegon, MI Metro Area	90287	768	5243	1014	2132	600	0	172	2132	600	1794	537	338	336	3111	885	30010	2052	20489	2081	0	172	20489	2081	19193	1965	1296	570	9521	1516	37700	2179	27595	2103	0	172	27595	2103	26334	2187	1261	624	10105	1373	17334	1720	14775	1444	0	172	14775	1444	14489	1406	286	299	2559	847
310M400US43900	Spartanburg, SC Metro Area	175768	976	20037	2884	11524	2362	0	214	11524	2362	10276	2093	1248	937	8513	1586	55541	3647	39500	3205	32	48	39468	3210	36130	3123	3338	1287	16041	2017	58357	3504	46453	3294	99	169	46354	3303	44704	3258	1650	625	11904	1719	41833	3612	35928	3280	132	158	35796	3303	35265	3289	531	343	5905	1354
310M400US45940	Trenton, NJ Metro Area	193035	1575	25676	3102	15927	2443	0	210	15927	2443	14712	2398	1215	896	9749	2001	45049	4068	33479	3960	0	210	33479	3960	32122	3888	1357	586	11570	1749	37340	3248	31172	3041	0	210	31172	3041	29897	3001	1275	626	6168	1191	84970	3465	74859	3341	63	105	74796	3333	72605	3195	2191	757	10111	1767
310M400US43620	Sioux Falls, SD Metro Area	138641	1302	8478	1425	6669	1242	0	163	6669	1242	6371	1244	298	345	1809	592	32844	3187	27002	2894	23	40	26979	2894	26555	2830	424	352	5842	1693	48360	2712	42693	2640	55	79	42638	2635	41295	2621	1343	909	5667	1126	48959	2807	44537	2630	243	224	44294	2624	43914	2539	380	346	4422	964
